CI ID,Node IP Address,Node Hostname,Resource IP Address,Resource Name,Operational Status,Resource Type,Resource Description,Resource Alias,Poll Period,Polling,Tags,Bandwidth Configured,Link Id,Link Name,Link Mode,ISP Name,Link Bundle Name,Link Bundle Capacity (Mbps),Requesters
"""123356130119506727308""",10.213.45.4,CBE_PULIKUTHI_SW.federalbank.co.in,,Gi1/0/4,DOWN,Ethernet,GigabitEthernet1/0/4,STRING:,300,Enabled,,,,,Primary,,,,
"""123356130119506727312""",10.213.45.4,CBE_PULIKUTHI_SW.federalbank.co.in,,Gi1/0/6,DOWN,Ethernet,GigabitEthernet1/0/6,STRING:,300,Enabled,,,,,Secondary,,,,
"""130763613256429867197""",10.213.44.4,CBE_CHINNAOVULAPURAM_SW.federalbank.co.in,10.213.44.4,Vl1,UP,Prop Virtual,Vlan1,STRING:,300,Enabled,,,,,Primary,,,,
"""130763613256429867243""",10.213.44.4,CBE_CHINNAOVULAPURAM_SW.federalbank.co.in,,Gi1/0/20,UP,Ethernet,GigabitEthernet1/0/20,\--- LAVELLE PRI ---,300,Enabled,,,,,Primary,,,,
"""129314975318809776644""",10.213.54.4,CBE_SWAMITHOPE_SWITCH.federalbank.co.in,,Gi1/0/22,UP,Ethernet,GigabitEthernet1/0/22,STRING:,300,Enabled,,,,,Secondary,,,,
"""131210599313513123911""",10.213.55.4,CBE_ESANTIMANGALAM_switch.federalbank.co.in,,Gi1/0/8,UP,Ethernet,GigabitEthernet1/0/8,STRING:,300,Enabled,,,,,Secondary,,,,
"""131210599313513123931""",10.213.55.4,CBE_ESANTIMANGALAM_switch.federalbank.co.in,,Gi1/0/18,DOWN,Ethernet,GigabitEthernet1/0/18,STRING:,300,Enabled,,,,,Secondary,,,,
"""123356130119506727562""",10.213.65.4,CBE_DEVANAMPALAYAM_EXT_SWITCH.federalbank.co.in,,Gi1/0/4,DOWN,Ethernet,GigabitEthernet1/0/4,STRING:,300,Enabled,,,,,Secondary,,,,
"""131210599313513124104""",10.213.62.4,CBE_NILAVARIPATTY_switch.federalbank.co.in,,Gi1/0/19,UP,Ethernet,GigabitEthernet1/0/19,STRING:,300,Enabled,,,,,Secondary,,,,
"""127442589075278663897""",10.213.74.4,CBE_UDUMALPET_switch.federalbank.co.in,,Vl982,UP,Prop Virtual,Vlan982,STRING:,300,Enabled,,,,,Secondary,,,,
"""131260654823301714421""",10.214.20.4,HYD_KUKATPALLY_switch.federalbank.co.in,,Gi1/0/19,DOWN,Ethernet,GigabitEthernet1/0/19,STRING:,300,Enabled,,,,,Secondary,,,,
"""130293377112759865432""",10.214.21.4,HYD_UPPALKALAN_switch.federalbank.co.in,10.214.21.4,Vl1,UP,Prop Virtual,Vlan1,STRING:,300,Enabled,,,,,Secondary,,,,
"""130293377112759865448""",10.214.21.4,HYD_UPPALKALAN_switch.federalbank.co.in,,Gi1/0/4,DOWN,Ethernet,GigabitEthernet1/0/4,STRING:,300,Enabled,,,,,Secondary,,,,
"""130293377112759865460""",10.214.21.4,HYD_UPPALKALAN_switch.federalbank.co.in,,Gi1/0/10,UP,Ethernet,GigabitEthernet1/0/10,\---RTR TRUNK--,300,Enabled,,,,,Secondary,,,,
"""127442589075278664023""",10.214.19.4,HYD_MADHAPUR_SWITCH.federalbank.co.in,,Gi1/0/17,DOWN,Ethernet,GigabitEthernet1/0/17,STRING:,300,Enabled,,,,,Secondary,,,,
"""127442589075278664035""",10.214.19.4,HYD_MADHAPUR_SWITCH.federalbank.co.in,,Gi1/0/23,UP,Ethernet,GigabitEthernet1/0/23,\--- BSNL 4 Mbps ----,300,Enabled,,,,,Secondary,,,,
"""128884736767290249261""",10.214.28.4,HYD_GAJUWAKA_switch.federalbank.co.in,10.214.28.4,Vl1,UP,Prop Virtual,Vlan1,STRING:,300,Enabled,,,,,Secondary,,,,
"""128884736767290249299""",10.214.28.4,HYD_GAJUWAKA_switch.federalbank.co.in,,Gi1/0/16,DOWN,Ethernet,GigabitEthernet1/0/16,STRING:,300,Enabled,,,,,Secondary,,,,
"""128884736767290249313""",10.214.28.4,HYD_GAJUWAKA_switch.federalbank.co.in,,Gi1/0/23,UP,Ethernet,GigabitEthernet1/0/23,\-----UPLINK for SIFY 2 Mbps----,300,Enabled,,,,,Secondary,,,,
"""128991868446441476375""",10.214.23.4,HYD_RAMACHANDRAPURAM_SWITCH.federalbank.co.in,,Gi1/0/3,UP,Ethernet,GigabitEthernet1/0/3,STRING:,300,Enabled,,,,,Secondary,,,,
"""128991868446441476409""",10.214.23.4,HYD_RAMACHANDRAPURAM_SWITCH.federalbank.co.in,,Gi1/0/20,DOWN,Ethernet,GigabitEthernet1/0/20,STRING:,300,Enabled,,,,,Secondary,,,,
"""123356198552294396228""",10.214.27.4,HYD_CHITTOOR_switch.federalbank.co.in,,Gi1/0/6,DOWN,Ethernet,GigabitEthernet1/0/6,STRING:,300,Enabled,,,,,Secondary,,,,
"""123356198552294396242""",10.214.27.4,HYD_CHITTOOR_switch.federalbank.co.in,,Gi1/0/13,UP,Ethernet,GigabitEthernet1/0/13,STRING:,300,Enabled,,,,,Secondary,,,,
"""131210599313513124401""",10.214.22.4,HYD_KAPRA_ECIL_SW.federalbank.co.in,10.214.22.4,Vl1,UP,Prop Virtual,Vlan1,STRING:,300,Enabled,,,,,Secondary,,,,
"""131210599313513124417""",10.214.22.4,HYD_KAPRA_ECIL_SW.federalbank.co.in,,Gi1/0/5,DOWN,Ethernet,GigabitEthernet1/0/5,STRING:,300,Enabled,,,,,Secondary,,,,
"""131210599313513124427""",10.214.22.4,HYD_KAPRA_ECIL_SW.federalbank.co.in,,Gi1/0/10,DOWN,Ethernet,GigabitEthernet1/0/10,STRING:,300,Enabled,,,,,Secondary,,,,
"""130763613256429867452""",10.214.24.4,HYD_KAKKINADA_switch.federalbank.co.in,10.214.24.4,Vl1,UP,Prop Virtual,Vlan1,STRING:,300,Enabled,,,,,Secondary,,,,
"""130763613256429867466""",10.214.24.4,HYD_KAKKINADA_switch.federalbank.co.in,,Gi1/0/4,DOWN,Ethernet,GigabitEthernet1/0/4,STRING:,300,Enabled,,,,,Secondary,,,,
"""129315017028579365092""",10.214.29.4,HYD_MALKAJGIRI_switch.federalbank.co.in,,Gi1/0/2,UP,Ethernet,GigabitEthernet1/0/2,\--- Trunk To RTR ---,300,Enabled,,,,,Secondary,,,,
"""129315017028579365108""",10.214.29.4,HYD_MALKAJGIRI_switch.federalbank.co.in,,Gi1/0/10,DOWN,Ethernet,GigabitEthernet1/0/10,STRING:,300,Enabled,,,,,Primary,,,,
"""129315017028847800321""",10.214.29.4,HYD_MALKAJGIRI_switch.federalbank.co.in,,Gi1/0/11,DOWN,Ethernet,GigabitEthernet1/0/11,STRING:,300,Enabled,,,,,Primary,,,,
"""129315017028847800327""",10.214.29.4,HYD_MALKAJGIRI_switch.federalbank.co.in,,Gi1/0/14,UP,Ethernet,GigabitEthernet1/0/14,STRING:,300,Enabled,,,,,Secondary,,,,
"""129315017028847800335""",10.214.29.4,HYD_MALKAJGIRI_switch.federalbank.co.in,,Gi1/0/18,UP,Ethernet,GigabitEthernet1/0/18,\--- BSNL 4 Mbps ---,300,Enabled,,,,,Primary,,,,
"""131210599313513124487""",10.214.30.4,HYD_TIRUPATHI_SWITCH.federalbank.co.in,10.214.30.4,Vl1,UP,Prop Virtual,Vlan1,STRING:,300,Enabled,,,,,Primary,,,,
"""131210599313513124495""",10.214.30.4,HYD_TIRUPATHI_SWITCH.federalbank.co.in,,Gi1/0/1,UP,Ethernet,GigabitEthernet1/0/1,STRING:,300,Enabled,,,,,Secondary,,,,
"""131210599313513124497""",10.214.30.4,HYD_TIRUPATHI_SWITCH.federalbank.co.in,,Gi1/0/2,DOWN,Ethernet,GigabitEthernet1/0/2,STRING:,300,Enabled,,,,,Primary,,,,
"""131210599313513124499""",10.214.30.4,HYD_TIRUPATHI_SWITCH.federalbank.co.in,,Gi1/0/3,DOWN,Ethernet,GigabitEthernet1/0/3,STRING:,300,Enabled,,,,,Primary,,,,
"""131210599313513124503""",10.214.30.4,HYD_TIRUPATHI_SWITCH.federalbank.co.in,,Gi1/0/5,DOWN,Ethernet,GigabitEthernet1/0/5,STRING:,300,Enabled,,,,,Secondary,,,,
"""131210599313513124507""",10.214.30.4,HYD_TIRUPATHI_SWITCH.federalbank.co.in,,Gi1/0/7,DOWN,Ethernet,GigabitEthernet1/0/7,STRING:,300,Enabled,,,,,Primary,,,,
"""131210599313781559297""",10.214.30.4,HYD_TIRUPATHI_SWITCH.federalbank.co.in,,Gi1/0/8,DOWN,Ethernet,GigabitEthernet1/0/8,STRING:,300,Enabled,,,,,Primary,,,,
"""131210599313781559305""",10.214.30.4,HYD_TIRUPATHI_SWITCH.federalbank.co.in,,Gi1/0/12,DOWN,Ethernet,GigabitEthernet1/0/12,STRING:,300,Enabled,,,,,Secondary,,,,
"""131210599313781559327""",10.214.30.4,HYD_TIRUPATHI_SWITCH.federalbank.co.in,,Gi1/0/23,UP,Ethernet,GigabitEthernet1/0/23,STRING:,300,Enabled,,,,,Secondary,,,,
"""131210599313781559383""",10.214.32.4,HYD_LB-NAGAR_SW.federalbank.co.in,,Gi1/0/9,UP,Ethernet,GigabitEthernet1/0/9,STRING:,300,Enabled,,,,,Secondary,,,,
"""127442589075278664128""",10.215.40.4,KLM_THALAVOOR_SWITCH.federalbank.co.in,,Gi1/0/3,DOWN,Ethernet,GigabitEthernet1/0/3,STRING:,300,Enabled,,,,,Primary,,,,
"""127442589075278664158""",10.215.40.4,KLM_THALAVOOR_SWITCH.federalbank.co.in,,Gi1/0/18,UP,Ethernet,GigabitEthernet1/0/18,STRING:,300,Enabled,,,,,Primary,,,,
"""123356232089814962764""",10.215.42.4,KLM__KUZHIMATHIKAD_SW.federalbank.co.in,,Gi1/0/24,UP,Ethernet,GigabitEthernet1/0/24,STRING:,300,Enabled,,,,,Primary,,,,
"""131210683467760144638""",10.216.12.4,KLPR_KAGWAD_SW.federalbank.co.in,,Gi1/0/23,UP,Ethernet,GigabitEthernet1/0/23,**RTR Trunk**,300,Enabled,,,,,Primary,,,,
"""130763741150086959112""",10.216.15.4,KLPR_KOTHALI_SW.federalbank.co.in,10.216.15.4,Vl1,UP,Prop Virtual,Vlan1,STRING:,300,Enabled,,,,,Primary,,,,
"""130763741150086959140""",10.216.15.4,KLPR_KOTHALI_SW.federalbank.co.in,,Gi1/0/10,UP,Ethernet,GigabitEthernet1/0/10,STRING:,300,Enabled,,,,,Primary,,,,
"""123356232089814962818""",10.216.13.4,KLPR_NAROSOBHAWADI_SWITCH.federalbank.co.in,,Gi1/0/5,UP,Ethernet,GigabitEthernet1/0/5,STRING:,300,Enabled,,,,,Primary,,,,
"""123356232089814962842""",10.216.13.4,KLPR_NAROSOBHAWADI_SWITCH.federalbank.co.in,,Gi1/0/17,UP,Ethernet,GigabitEthernet1/0/17,STRING:,300,Enabled,,,,,Primary,,,,
"""129315059967246471172""",10.216.42.4,KLPR_SATARA_SW.federalbank.co.in,,Gi1/0/22,UP,Ethernet,GigabitEthernet1/0/22,**BSNL 4MBPS**,300,Enabled,,,,,Primary,,,,
"""131260773738061238759""",10.216.44.4,KLPR_SAWANTWADI_SW.federalbank.co.in,,Gi1/0/4,UP,Ethernet,GigabitEthernet1/0/4,STRING:,300,Enabled,,,,,Secondary,,,,
"""131260773738061238773""",10.216.44.4,KLPR_SAWANTWADI_SW.federalbank.co.in,,Gi1/0/11,UP,Ethernet,GigabitEthernet1/0/11,STRING:,300,Enabled,,,,,Primary,,,,
"""128991903975216255489""",10.216.45.4,KLPR_BARSHI_SW.federalbank.co.in,,Gi1/0/5,UP,Ethernet,GigabitEthernet1/0/5,STRING:,300,Enabled,,,,,Primary,,,,
"""128991903975216255501""",10.216.45.4,KLPR_BARSHI_SW.federalbank.co.in,,Gi1/0/11,UP,Ethernet,GigabitEthernet1/0/11,STRING:,300,Enabled,,,,,Primary,,,,
"""130939412685610029261""",10.216.48.4,KLPR_GANDHINAGAR_SW.federalbank.co.in,,Gi1/0/3,UP,Ethernet,GigabitEthernet1/0/3,STRING:,300,Enabled,,,,,Primary,,,,
"""130939412685610029285""",10.216.48.4,KLPR_GANDHINAGAR_SW.federalbank.co.in,,Gi1/0/15,UP,Ethernet,GigabitEthernet1/0/15,STRING:,300,Enabled,,,,,Primary,,,,
"""131210683467760145030""",10.216.53.4,KLPR_SHINGANAPUR_SW.federalbank.co.in,,Gi1/0/4,UP,Ethernet,GigabitEthernet1/0/4,STRING:,300,Enabled,,,,,Primary,,,,
"""128884815234463699170""",10.216.54.4,KLPR_CHINCHWAD_SW.federalbank.co.in,,Gi1/0/3,UP,Ethernet,GigabitEthernet1/0/3,STRING:,300,Enabled,,,,,Primary,,,,
"""131260773738061238854""",10.216.47.4,KLPR_GADHINGLANJ_SW.federalbank.co.in,,Gi1/0/9,UP,Ethernet,GigabitEthernet1/0/9,STRING:,300,Enabled,,,,,Primary,,,,
"""131260773738061238882""",10.216.47.4,KLPR_GADHINGLANJ_SW.federalbank.co.in,,Gi1/0/23,UP,Ethernet,GigabitEthernet1/0/23,STRING:,300,Enabled,,,,,Primary,,,,
"""130763741150086959398""",10.216.50.4,KLPR_KHED_SW.federalbank.co.in,,Gi1/0/10,UP,Ethernet,GigabitEthernet1/0/10,STRING:,300,Enabled,,,,,Primary,,,,
"""128991977182128508949""",10.250.105.6,ALW_NOC3_SW.federalbank.co.in,,Vl99,UP,Prop Virtual,Vlan99,STRING:,300,Enabled,,,,,Secondary,,,,
"""128991977182128508955""",10.250.105.6,ALW_NOC3_SW.federalbank.co.in,,Po15,DOWN,Prop Virtual,Port-channel15,*** L3-N/W-ROOM-UPLINK-FOR-99-105-VLAN *,300,Enabled,,,,,Primary,,,,
"""128991977182128508981""",10.250.105.6,ALW_NOC3_SW.federalbank.co.in,,Gi1/0/10,UP,Ethernet,GigabitEthernet1/0/10,*** Vlan 99 ***,300,Enabled,,,,,Primary,,,,
"""128991977182128508997""",10.250.105.6,ALW_NOC3_SW.federalbank.co.in,,Gi1/0/18,DOWN,Ethernet,GigabitEthernet1/0/18,*** Vlan 99 ***--- Anish PG,300,Enabled,,,,,Primary,,,,
"""123356299640792158541""",10.250.105.253,ALW_FKDC_NOC_SW.federalbank.co.in,,Gi1/0/3,UP,Ethernet,GigabitEthernet1/0/3,STRING:,300,Enabled,,,,,Primary,,,,
"""123356299640792158583""",10.250.105.253,ALW_FKDC_NOC_SW.federalbank.co.in,,Gi1/0/24,UP,Ethernet,GigabitEthernet1/0/24,STRING:,300,Enabled,,,,,Primary,,,,
"""130293492566044184608""",10.216.55.4,KLPR_KALAVIKATTAI_SW.federalbank.co.in,,Gi1/0/19,UP,Ethernet,GigabitEthernet1/0/19,STRING:,300,Enabled,,,,,Primary,,,,
"""128991977182396944396""",10.250.99.6,ALW_Teleco_Room_SW2.federalbank.co.in,,Gi1/0/4,UP,Ethernet,GigabitEthernet1/0/4,STRING:,300,Enabled,,,,,Secondary,,,,
"""128991977182396944416""",10.250.99.6,ALW_Teleco_Room_SW2.federalbank.co.in,,Gi1/0/14,UP,Ethernet,GigabitEthernet1/0/14,STRING:,300,Enabled,,,,,Primary,,,,
"""129315059967246471214""",10.250.98.74,ALW-THAPASYA-PRI.federalbank.co.in,192.168.206.61,Gi0/1/0,UP,Ethernet,GigabitEthernet0/1/0,\--- AIRTEL P2P 600 Mbps ----,300,Enabled,,,,,Primary,,,,
"""130925814544272986136""",10.250.98.149,ALW_FEDSERV_CARD_PRO_FW_SW.federalbank.co.in,,Gi1/0/12,UP,Ethernet,GigabitEthernet1/0/12,\--- To CPC-FW-HA2 ---,300,Enabled,,,,,Primary,,,,
"""131210683467760145116""",192.168.165.12,FedServ-Visakapattanam-FW2,10.214.113.1,internal5,UP,Ethernet,STRING:,FEDSERV_OPD_CC,300,Enabled,,,,,Primary,,,,
"""130763741150086959458""",10.200.0.108,ALW-NEDUMBASSERY-CIAL-T3-EXT-SINGLE.federalbank.co.in,,Gi0/0,UP,Ethernet,GigabitEthernet0/0,\--- LAN ---,300,Enabled,,,,,Primary,,,,
"""131210683467760145166""",10.200.0.112,ALW-NEDUMBASSERY-CIAL-T2-EXT-SINGLE.federalbank.co.in,,Gi0/0,UP,Ethernet,GigabitEthernet0/0,*** LAN ***,300,Enabled,,,,,Primary,,,,
"""130925814544272986194""",10.200.0.94,ALW_ANGAMALY-LTLFWR_SINGLE.federalbank.co.in,,Gi0/1,UP,Ethernet,GigabitEthernet0/1,**** SIFY 2 Mbps ****,300,Enabled,,,,,Primary,,,,
"""127442589075278664375""",10.200.0.96,ALW_CIAL_FED_EXP_HUB_PRI.federalbank.co.in,,Gi0/0,UP,Ethernet,GigabitEthernet0/0,*** LAN ***,300,Enabled,,,,,Secondary,,,,
"""130939412685610029375""",10.200.0.129,ALW-METRO-PRI.federalbank.co.in,10.200.73.1;10.200.73.2;10.200.130.130;10.200.130.131,Gi0/0/0,UP,Ethernet,GigabitEthernet0/0/0,\--- LAN ---,300,Enabled,,,,,Secondary,,,,
"""110138566379486318877""",10.200.111.243,ALW_FEDSERV-THAPASYA-OP-SW11_SWITCH.federalbank.co.in,,Gi1/0/1,UP,Ethernet,GigabitEthernet1/0/1,STRING:,300,Enabled,,,,,Secondary,,,,
"""110138566379486318887""",10.200.111.243,ALW_FEDSERV-THAPASYA-OP-SW11_SWITCH.federalbank.co.in,,Gi1/0/6,UP,Ethernet,GigabitEthernet1/0/6,STRING:,300,Enabled,,,,,Primary,,,,
"""110138566379486318901""",10.200.111.243,ALW_FEDSERV-THAPASYA-OP-SW11_SWITCH.federalbank.co.in,,Gi1/0/13,UP,Ethernet,GigabitEthernet1/0/13,STRING:,300,Enabled,,,,,Secondary,,,,
"""110138566379486318909""",10.200.111.243,ALW_FEDSERV-THAPASYA-OP-SW11_SWITCH.federalbank.co.in,,Gi1/0/17,UP,Ethernet,GigabitEthernet1/0/17,STRING:,300,Enabled,,,,,Primary,,,,
"""110138566379486318927""",10.200.111.243,ALW_FEDSERV-THAPASYA-OP-SW11_SWITCH.federalbank.co.in,,Gi1/0/26,DOWN,Ethernet,GigabitEthernet1/0/26,STRING:,300,Enabled,,,,,Primary,,,,
"""110138566379486318935""",10.200.111.243,ALW_FEDSERV-THAPASYA-OP-SW11_SWITCH.federalbank.co.in,,Gi1/0/30,UP,Ethernet,GigabitEthernet1/0/30,STRING:,300,Enabled,,,,,Secondary,,,,
"""110138566379486318947""",10.200.111.243,ALW_FEDSERV-THAPASYA-OP-SW11_SWITCH.federalbank.co.in,,Gi1/0/36,UP,Ethernet,GigabitEthernet1/0/36,STRING:,300,Enabled,,,,,Primary,,,,
"""131230203774145400839""",10.200.111.250,ALW_FEDSERV-THAPASYA-OP-SW16_SWITCH.federalbank.co.in,,Gi1/0/42,UP,Ethernet,GigabitEthernet1/0/42,STRING:,300,Enabled,,,,,Secondary,,,,
"""131230203774145400845""",10.200.111.250,ALW_FEDSERV-THAPASYA-OP-SW16_SWITCH.federalbank.co.in,,Gi1/0/45,UP,Ethernet,GigabitEthernet1/0/45,STRING:,300,Enabled,,,,,Secondary,,,,
"""131260773738061238931""",10.200.111.246,ALW_FEDSERV-THAPASYA-OP-SW12_SWITCH.federalbank.co.in,,Gi1/0/2,UP,Ethernet,GigabitEthernet1/0/2,STRING:,300,Enabled,,,,,Secondary,,,,
"""131260773738061238937""",10.200.111.246,ALW_FEDSERV-THAPASYA-OP-SW12_SWITCH.federalbank.co.in,,Gi1/0/5,UP,Ethernet,GigabitEthernet1/0/5,STRING:,300,Enabled,,,,,Secondary,,,,
"""131260773738061238943""",10.200.111.246,ALW_FEDSERV-THAPASYA-OP-SW12_SWITCH.federalbank.co.in,,Gi1/0/8,UP,Ethernet,GigabitEthernet1/0/8,STRING:,300,Enabled,,,,,Secondary,,,,
